"userID"	"placeID"	"count"
137	2021	7
137	2022	1
137	2023	9
137	323	2
137	182	2
137	2024	4
137	36	2
137	2025	3
137	2026	8
137	2027	4
137	2029	1
137	2030	2
137	2032	1
137	492	3
137	274	1
137	2035	1
137	2036	1
137	2039	4
137	2040	1
137	2041	1
137	2042	1
137	103	1
137	2043	1
137	122	1
137	2045	1
137	2046	1
137	2047	1
137	917	1
137	2048	2
137	2049	1
137	2052	2
137	502	1
137	2056	1
137	2058	1
137	2059	1
137	2060	1
137	1966	1
137	2061	1
137	2062	1
137	2063	1
137	2065	1
137	2069	1
137	2070	1
137	2072	1
137	2073	1
137	2074	1
137	12	1
137	424	1
137	2081	1
137	2082	2
137	2083	2
137	1235	1
137	41	1
137	754	1
137	1476	1
137	2087	1
137	2088	1
137	1534	1
137	2090	1
137	2091	1
137	2092	1
137	2094	1
137	2095	1
137	2096	1
137	2098	1
138	32	12
138	2101	1
138	2102	1
138	111	4
138	2103	1
138	2104	7
138	2105	4
138	171	1
138	754	8
138	871	1
138	2107	2
138	2109	3
138	208	21
138	2110	1
138	2111	3
138	476	1
138	36	2
138	2113	1
138	876	3
138	583	1
138	2114	1
138	2115	1
138	12	3
138	2116	1
138	2117	2
138	2118	1
138	2119	1
138	2120	1
138	2121	2
138	246	1
138	54	1
138	1327	1
138	152	1
138	2123	1
138	2127	1
138	73	1
138	2129	1
138	2130	1
138	11	1
138	2131	1
138	2132	1
138	104	1
138	2133	1
138	2134	1
138	1711	1
138	2135	1
138	2137	1
138	304	1
138	2138	1
138	2139	1
143	2153	3
143	12	2
143	2156	1
143	2157	1
143	2160	2
143	103	4
143	2162	1
143	2163	1
143	8	5
143	2166	1
143	2167	1
143	583	2
143	11	2
143	193	1
143	380	1
143	1314	1
143	2170	1
143	246	7
143	754	19
143	1551	19
143	229	5
143	855	11
143	2171	3
143	323	5
143	1140	1
143	2173	1
143	26	2
143	2175	1
143	1969	1
143	2176	1
143	2177	1
143	59	2
143	2178	2
143	2120	1
143	304	2
143	2179	1
143	284	3
143	2183	1
182	2563	7
182	624	4
182	2566	3
182	364	4
182	800	5
182	161	8
182	362	1
182	2567	1
182	360	2
182	2568	1
182	1331	6
182	128	6
182	2569	1
182	171	2
182	2571	2
182	2572	1
182	2573	2
182	152	1
182	12	1
182	193	2
182	1090	1
182	1532	2
182	2577	2
182	2578	1
182	892	2
182	11	1
182	2062	1
182	2579	1
182	2581	1
182	111	1
182	1476	1
182	2584	1
182	36	1
182	2586	1
182	394	1
182	320	1
182	246	1
182	8	1
182	103	1
182	2589	1
182	189	1
182	2590	1
201	122	41
201	2764	9
201	2765	2
201	2766	14
201	2767	9
201	643	1
201	304	1
201	2769	2
201	2770	7
201	2771	1
201	103	1
201	442	2
201	2772	2
201	525	1
201	2773	1
201	2774	1
201	2775	1
201	2776	1
201	36	1
201	2777	1
201	1256	1
201	2778	1
201	2779	1
201	2781	1
201	2783	1
201	2784	1
201	2785	1
218	2946	63
218	2947	4
218	2950	1
218	2951	1
218	1348	1
218	1093	1
218	2953	1
218	2955	1
218	2956	1
218	464	1
218	229	2
218	2960	1
218	2961	1
218	2965	8
218	1551	1
218	583	1
218	2061	1
218	2970	1
218	2972	2
218	2973	1
218	2977	2
218	1464	1
218	2978	1
218	2979	1
222	149	14
222	3032	1
222	3033	9
222	171	3
222	855	1
222	111	3
222	3041	1
222	3042	1
222	42	1
222	344	2
222	3045	1
222	3046	1
222	3047	2
222	3048	1
222	2170	2
222	3050	3
222	103	3
222	182	9
222	3051	1
222	1050	1
222	3052	1
222	246	3
222	696	1
222	3061	1
222	224	3
222	3062	1
222	754	1
222	3063	1
222	3065	4
222	360	1
222	3066	1
222	643	1
222	1054	1
222	457	18
222	3067	1
222	619	1
222	193	1
222	36	2
222	3069	2
222	3070	4
222	3071	1
222	3072	1
222	3074	1
222	3075	1
222	3076	1
225	3091	2
225	643	19
225	3092	1
225	3093	3
225	3094	1
225	2226	21
225	156	56
225	1204	5
225	3095	1
225	3096	1
225	3097	9
225	364	1
225	541	2
225	3100	3
225	3101	1
225	339	1
225	1715	5
225	3104	3
225	871	1
225	3106	5
225	304	1
225	3107	1
225	3108	1
225	59	1
225	3110	1
225	892	1
225	3118	1
225	3120	2
225	3122	1
225	2494	1
225	307	1
225	11	3
225	3130	1
225	476	1
225	246	1
225	47	1
225	3138	1
225	3139	1
225	393	1
225	3142	1
225	3144	1
264	3514	45
264	3515	1
264	149	3
264	3516	1
264	3517	1
264	3518	1
264	3519	2
264	1314	4
264	3520	1
264	871	3
264	11	1
264	103	1
264	32	1
264	3521	1
264	892	1
264	2017	1
264	386	4
264	3522	10
264	360	1
264	298	1
264	3523	1
264	2727	1
264	643	3
264	3524	1
264	1524	1
264	171	1
264	3525	1
264	8	3
264	3526	1
264	502	1
264	1090	1
264	807	1
264	3527	1
264	3528	1
264	3529	1
264	3530	1
264	229	1
264	3531	1
264	910	1
264	150	1
264	100	1
264	3532	2
264	3533	1
264	217	1
264	111	2
265	3534	3
265	497	2
265	3536	1
265	3537	1
265	118	22
265	217	1
265	364	1
265	464	11
265	3539	1
265	122	19
265	3541	8
265	170	1
265	3542	8
265	3543	1
265	52	3
265	171	6
265	399	8
265	3544	4
265	876	5
265	3545	4
265	3546	1
265	871	2
265	3547	1
265	3548	6
265	12	1
265	3549	2
265	3550	3
265	103	1
265	323	3
265	3551	4
265	11	2
265	3552	2
265	3553	1
265	3554	6
265	3555	4
265	3556	1
265	3558	1
265	3559	5
265	3560	1
265	3561	5
265	3562	1
265	3074	1
265	3563	1
265	3564	4
265	132	2
265	339	1
265	643	2
265	128	2
265	3565	6
265	782	2
265	3566	1
265	304	1
265	3567	6
265	3568	5
265	3569	1
265	360	2
265	3570	2
265	846	6
265	3571	1
265	624	1
265	3572	1
265	3575	1
265	3576	2
265	3577	3
265	3578	3
265	892	1
265	1180	8
265	2424	1
265	3581	3
265	3582	1
265	3584	1
265	3586	1
265	3588	1
265	999	1
265	3590	1
265	3593	1
265	3594	1
265	3596	1
265	802	2
265	193	2
265	189	2
265	3597	1
265	3598	1
265	3599	1
265	3600	1
265	1467	1
265	1140	1
265	151	1
265	3601	1
265	3602	1
285	3872	1
285	3873	30
285	1327	1
285	3875	1
285	3877	8
285	12	3
285	3879	1
285	2083	4
285	3883	1
285	3885	1
285	246	1
285	3888	1
285	3889	1
285	3890	1
285	224	3
285	479	2
285	3892	1
285	442	1
285	3893	1
285	3895	1
285	3896	1
285	3897	1
285	104	1
285	11	1
285	1655	1
285	3899	1
285	3900	1
285	3901	1
285	3902	2
285	3904	1
285	3905	1
285	3906	1
285	2725	1
285	230	1
285	3909	1
285	3910	1
285	3912	1
285	3913	1
285	3914	2
285	3917	1
285	3918	1
285	3919	1
285	3921	1
285	3922	1
285	3924	1
285	892	1
285	3144	1
285	3928	1
285	59	1
285	3930	1
285	3931	1
285	3932	1
285	3933	1
300	151	1
300	4024	11
300	4029	7
300	12	9
300	149	1
300	4030	1
300	4031	2
300	4032	6
300	41	1
300	229	8
300	1266	2
300	4033	3
300	360	11
300	4035	1
300	4036	1
300	584	1
300	320	1
300	2426	17
300	171	3
300	4040	1
300	246	1
300	193	1
300	442	1
300	3192	1
300	4043	1
300	103	1
300	4044	1
300	4007	1
300	172	1
300	4045	1
300	4046	1
300	4047	1
300	4048	1
300	4049	1
300	3255	1
300	4050	1
300	4051	2
300	4053	1
300	3322	2
300	4054	3
300	4056	1
300	3337	1
300	618	1
300	4057	1
300	4058	4
300	323	1
300	4059	1
308	1093	1
308	4130	45
308	4131	1
308	4132	8
308	4133	2
308	4134	3
308	364	1
308	12	7
308	193	2
308	4137	1
308	4138	1
308	246	1
308	4140	1
308	4144	7
308	4146	1
308	892	1
308	4149	1
308	2786	1
308	4150	1
308	1551	1
308	159	1
308	4152	2
308	4153	1
308	2698	1
308	4156	1
308	1401	1
308	4159	1
308	4160	2
308	4162	1
308	4165	1
308	4167	2
308	4168	1
308	583	1
308	307	1
315	4222	40
315	2651	6
315	4224	14
315	323	8
315	397	1
315	4225	10
315	875	1
315	4227	1
315	1482	1
315	103	4
315	640	1
315	1514	1
315	4229	4
315	4230	1
315	4231	3
315	4232	1
315	1131	1
315	583	5
315	104	1
315	4233	1
315	754	1
315	4234	1
315	4235	1
323	156	137
323	4270	1
323	954	115
323	4271	1
323	1245	2
323	4274	10
323	393	11
323	4275	2
323	12	1
323	111	1
323	4279	1
323	4281	1
323	4282	1
323	364	2
323	1341	3
323	4286	2
323	189	1
323	579	1
323	4287	1
323	4288	2
323	4290	1
323	246	1
323	360	11
323	1327	1
323	4295	1
323	4296	1
323	4299	1
323	344	5
323	368	1
323	4300	1
323	4302	1
323	176	6
323	150	5
323	284	1
323	4306	1
323	4307	1
323	3000	2
323	4308	1
323	4309	1
323	3454	2
323	4313	1
323	4316	1
323	1299	2
323	47	1
323	1093	1
323	4317	2
323	171	1
323	4318	1
323	1482	1
323	4319	1
323	103	2
323	1353	1
323	766	1
323	4321	2
323	4325	1
323	157	1
323	4326	1
323	104	1
323	4327	1
335	1012	1
335	485	1
335	4414	1
335	3564	1
335	4416	4
335	4417	1
335	1964	1
335	4418	1
335	4422	10
335	4423	1
335	4424	1
335	617	2
335	229	33
335	4426	1
335	583	2
335	4428	1
335	171	1
335	4429	1
335	4431	1
335	2663	1
335	103	1
335	1086	3
335	304	1
335	3174	1
335	1519	1
335	4438	1
335	4440	1
338	4449	1
338	910	9
338	4450	7
338	4451	1
338	8	2
338	4452	2
338	4453	1
338	892	1
338	40	3
338	4454	3
338	11	6
338	1012	4
338	364	2
338	4455	4
338	4456	2
338	4459	7
338	4460	1
338	122	3
338	4461	1
338	4462	1
338	171	4
338	4464	2
338	4465	1
338	4466	1
338	4467	1
338	246	1
338	4469	1
338	4470	1
338	4471	1
338	3206	1
338	617	1
338	2414	1
338	4472	1
338	4473	1
338	4474	1
338	4476	54
338	3085	18
338	4477	13
338	1655	1
338	4481	1
338	4482	1
338	4483	4
338	4484	1
338	4485	4
338	4486	1
338	2633	4
338	800	2
338	4487	1
338	4488	1
338	4489	4
338	4490	1
338	4491	1
338	4493	2
338	4494	2
338	4103	1
338	2632	1
338	2634	2
338	193	2
338	229	1
338	4495	4
338	4497	1
356	754	3
356	304	2
356	2695	4
356	4665	33
356	485	3
356	4666	1
356	344	3
356	229	2
356	4668	1
356	111	1
356	4670	3
356	4674	2
356	4171	1
356	4675	1
356	176	1
356	1235	1
356	103	1
356	4684	1
356	3001	1
356	4446	1
356	917	1
356	4690	2
356	1318	1
356	825	1
356	4692	2
356	4693	1
356	4694	1
356	4695	1
356	11	1
363	1434	2
363	1249	4
363	4729	3
363	42	1
363	4730	1
363	3185	3
363	954	1
363	541	1
363	4732	1
363	156	4
363	4733	2
363	4734	1
363	103	1
363	4735	16
363	4736	1
363	4737	1
363	4738	1
363	1476	1
363	4740	1
363	4057	1
363	360	1
363	4742	1
363	4743	1
363	2629	1
363	4744	1
363	4745	1
363	1683	2
363	704	1
363	4749	1
363	344	1
363	4750	1
363	111	1
363	4752	1
363	12	1
363	1327	2
363	3979	1
363	138	6
363	619	2
363	908	4
363	3660	1
363	2389	1
363	4755	4
363	4757	1
363	4758	1
363	4760	2
363	364	1
363	4763	1
363	118	1
363	36	1
363	3716	1
363	4765	1
365	1142	1
365	4769	7
365	36	11
365	4770	8
365	4771	1
365	4772	1
365	229	1
365	4773	3
365	4774	1
365	1123	2
365	4776	1
365	4777	2
365	4778	1
365	479	1
365	4779	1
365	4781	1
365	11	3
365	1396	1
365	3321	1
365	41	2
365	4783	1
365	1282	2
365	4786	2
365	4787	1
365	4789	1
365	4790	2
365	4791	1
365	4793	2
365	573	1
365	122	1
365	2299	2
365	360	5
365	4795	1
365	4796	1
365	4797	1
365	4798	1
365	4799	1
365	579	1
365	1267	1
365	4802	1
365	485	1
365	1140	3
365	4804	2
365	4805	2
365	4806	1
365	4807	1
365	132	1
365	4808	1
365	3422	1
365	3421	1
365	4810	1
365	4811	1
365	4812	2
365	4815	1
365	156	1
365	323	1
365	4816	1
365	1802	2
365	4817	1
365	284	1
365	4818	1
365	3735	1
365	1606	1
365	149	1
365	4821	1
368	7	2
368	193	2
368	4835	2
368	4836	2
368	4837	5
368	4838	1
368	12	2
368	4840	1
368	4841	1
368	4842	1
368	36	3
368	888	1
368	4844	1
368	4845	2
368	41	5
368	4846	1
368	4847	4
368	999	5
368	4849	7
368	4850	2
368	4851	1
368	4852	1
368	4853	1
368	4855	1
368	4856	1
368	4857	4
368	1418	4
368	4859	3
368	563	1
368	754	1
368	4862	1
368	354	1
368	4864	2
368	4867	1
368	4868	1
368	388	1
368	4869	1
368	4615	1
368	361	1
368	156	1
373	149	15
373	4906	6
373	103	2
373	198	4
373	4907	10
373	11	2
373	2816	2
373	1327	4
373	605	4
373	1012	1
373	1476	1
373	1886	1
373	4911	4
373	766	2
373	4912	2
373	2705	1
373	3449	1
373	414	1
373	12	1
373	1514	1
373	246	1
373	1246	1
373	4914	1
373	2805	2
373	362	4
373	344	1
373	4919	1
373	4920	1
373	1969	1
373	4921	4
373	320	1
373	4922	4
373	111	3
373	583	1
373	47	1
373	4924	1
375	364	2
375	4927	1
375	4928	1
375	4929	3
375	4930	2
375	892	1
375	4933	1
375	485	1
375	1548	1
375	36	15
375	4935	1
375	4936	6
375	4938	1
375	4939	3
375	3456	1
375	748	2
375	1482	1
375	4942	3
375	4943	2
375	4944	1
375	4945	1
375	4947	1
375	4948	3
375	4951	1
375	1966	1
375	4953	6
375	4954	5
375	4955	1
375	4956	1
375	4957	1
375	1195	1
375	111	1
375	1249	1
375	4958	1
375	393	1
375	4959	1
375	4960	1
375	4962	1
375	493	1
375	4964	1
375	4966	1
375	4967	1
375	4969	1
375	2428	1
376	4971	6
376	457	45
376	1502	1
376	1157	2
376	1054	7
376	1514	3
376	4976	1
376	246	3
376	4978	1
376	4979	5
376	4981	1
376	4986	1
376	4988	1
376	4991	1
376	4993	3
376	1655	1
376	4994	1
376	4995	1
376	12	1
376	4996	1
376	4997	1
376	4999	3
376	5000	1
376	3413	1
376	4454	1
376	354	1
376	1228	5
376	754	7
376	442	2
376	5008	1
376	5011	2
376	5013	1
384	1327	9
384	246	3
384	5073	1
384	5074	1
384	5077	35
384	5078	1
384	266	1
384	5079	14
384	1532	1
384	871	1
384	52	1
384	5080	1
384	5081	1
384	5082	1
384	892	1
384	344	1
384	5085	2
384	5088	2
384	5090	1
384	115	1
384	393	1
384	150	1
384	5091	2
384	307	1
386	5109	1
386	5110	1
386	1348	1
386	583	2
386	1140	3
386	149	29
386	333	2
386	5111	1
386	4372	2
386	5112	1
386	176	4
386	150	2
386	1315	5
386	111	1
386	5115	3
386	5116	2
386	307	2
386	5117	1
386	5118	1
386	1202	1
386	5119	1
386	5123	6
386	138	2
386	4939	1
386	5126	1
386	5127	1
386	323	1
386	248	1
386	36	1
386	5129	1
386	5131	1
386	892	1
386	1245	2
411	360	2
411	5314	25
411	5225	8
411	103	10
411	5318	2
411	5319	2
411	3046	2
411	5320	1
411	5322	2
411	5323	9
411	5324	2
411	5326	1
411	171	1
411	5327	1
411	1228	1
411	54	1
411	5332	1
411	5333	1
411	2988	1
411	5336	1
411	5338	1
411	5339	1
411	5340	1
411	5342	1
411	269	5
411	5344	1
411	3817	1
411	307	1
411	5345	1
411	5347	1
411	5348	1
422	5442	47
422	5443	1
422	1519	9
422	5446	1
422	479	4
422	485	3
422	870	1
422	503	1
422	12	2
422	224	1
422	5451	3
422	1418	2
422	393	1
422	171	4
422	5453	2
422	632	1
422	262	1
422	73	1
422	229	7
422	99	1
422	1188	1
422	41	1
422	5457	1
422	5458	1
422	5459	1
422	5460	1
422	5461	1
422	228	1
429	624	12
429	11	10
429	103	1
429	307	10
429	1482	7
429	2988	1
429	5521	37
429	1802	1
429	5523	1
429	111	1
429	855	1
429	229	3
429	5524	1
429	5527	1
429	5528	1
429	5529	4
429	1303	1
429	1655	3
429	1974	1
429	1030	6
429	364	1
429	5530	1
429	3075	1
429	246	4
429	171	3
429	5532	1
429	150	2
429	323	2
429	502	1
429	1966	1
429	152	1
429	5535	3
429	5538	1
429	304	1
429	1434	4
437	5598	1
437	5599	2
437	4659	1
437	4660	1
437	2902	14
437	182	2
437	5600	1
437	111	14
437	5601	3
437	876	1
437	5603	2
437	476	1
437	1488	1
437	5604	2
437	132	1
437	5605	1
437	5606	1
437	5607	5
437	3802	1
437	217	4
437	4906	1
437	5610	2
437	5611	1
437	5612	2
437	52	1
437	5615	2
437	5618	1
437	26	1
437	1519	2
437	248	1
437	176	2
437	5621	1
437	5623	4
437	151	5
437	3089	11
437	1140	3
437	5624	1
437	5388	1
437	2329	1
437	5627	1
437	12	2
437	5630	1
437	5631	1
437	397	2
437	1327	1
437	5633	1
441	5653	1
441	54	1
441	541	3
441	643	6
441	156	65
441	5656	77
441	5657	2
441	5658	5
441	360	6
441	11	6
441	862	1
441	5659	1
441	5661	1
441	364	1
441	121	2
441	307	3
441	171	7
441	497	1
441	304	4
441	5663	1
441	1012	1
441	8	1
441	5664	1
441	5665	1
441	193	2
441	640	1
441	344	2
441	5669	4
441	583	1
441	5670	2
441	103	7
441	417	1
441	12	1
441	2988	1
441	855	1
441	284	1
441	3206	2
441	246	1
441	5679	1
441	5680	1
441	362	1
441	5683	1
441	2902	1
441	5685	1
451	934	2
451	754	6
451	643	7
451	138	2
451	5731	1
451	995	5
451	1661	1
451	5732	4
451	304	13
451	2947	2
451	5733	2
451	246	1
451	5734	1
451	5735	3
451	171	4
451	5736	2
451	36	5
451	364	16
451	8	5
451	3089	2
451	103	1
451	5738	3
451	150	1
451	193	1
451	5740	1
451	5741	6
451	3206	1
451	323	4
451	855	1
451	229	1
451	3649	1
451	5743	1
451	5744	1
451	1327	3
467	161	5
467	3611	21
467	149	30
467	5893	2
467	888	2
467	5895	1
467	1140	2
467	5897	33
467	5899	1
467	5901	1
467	152	1
467	5904	1
467	99	2
467	417	1
467	5905	1
467	5906	1
467	4906	1
467	5908	1
467	892	3
467	5912	1
467	5913	1
467	5914	1
478	5978	30
478	5980	21
478	442	4
478	5981	9
478	1140	2
478	888	19
478	1534	1
478	5983	1
478	5984	3
478	5985	8
478	284	15
478	5986	2
478	5987	3
478	5988	1
478	104	1
478	490	1
478	892	1
478	304	2
478	246	1
478	1123	3
478	1348	3
478	1835	2
478	5989	4
478	457	1
478	502	1
478	579	1
478	1198	1
478	54	8
478	47	14
478	393	2
478	3564	3
478	2157	1
478	5993	1
478	103	1
478	193	2
478	360	1
478	5996	1
478	2705	1
478	1708	1
478	5997	1
478	5999	1
478	605	1
505	2190	11
505	6183	2
505	344	2
505	364	25
505	485	5
505	2145	8
505	6184	2
505	6187	11
505	7	2
505	6188	1
505	892	7
505	826	5
505	103	3
505	846	2
505	354	1
505	809	4
505	6189	1
505	63	2
505	6190	7
505	6191	2
505	2191	2
505	6193	3
505	149	6
505	6194	1
505	5224	1
505	3515	1
505	6195	2
505	6196	2
505	972	5
505	230	1
505	6197	1
505	6198	2
505	6199	1
505	754	3
505	6200	3
505	323	1
505	6201	1
505	6202	4
505	6203	3
505	111	3
505	2194	11
505	1362	1
505	6205	2
505	3873	1
505	3673	1
505	122	3
505	619	4
505	2197	2
505	1286	1
505	293	1
505	6206	1
505	6207	3
505	436	2
505	2797	1
505	320	17
505	182	8
505	6209	4
505	6210	1
505	525	1
505	1090	2
505	161	1
505	6211	1
505	6212	2
505	6213	2
505	339	1
505	6214	1
505	6215	1
505	246	1
505	2814	2
528	282	72
528	6391	20
528	2991	7
528	6393	49
528	917	2
528	6394	5
528	6395	13
528	6396	27
528	1299	1
528	6397	1
528	6398	9
