:START_ID(User-ID),:END_ID(Place-ID),:TYPE
80,1339,CHECKED_IN
80,1341,CHECKED_IN
80,1342,CHECKED_IN
80,1343,CHECKED_IN
80,1123,CHECKED_IN
80,44,CHECKED_IN
80,442,CHECKED_IN
80,1347,CHECKED_IN
80,1348,CHECKED_IN
80,1349,CHECKED_IN
80,1350,CHECKED_IN
80,1352,CHECKED_IN
80,1353,CHECKED_IN
80,1358,CHECKED_IN
80,1360,CHECKED_IN
80,220,CHECKED_IN
80,1362,CHECKED_IN
80,1364,CHECKED_IN
80,1365,CHECKED_IN
80,1367,CHECKED_IN
80,1368,CHECKED_IN
80,1369,CHECKED_IN
80,1371,CHECKED_IN
80,457,CHECKED_IN
80,1108,CHECKED_IN
80,364,CHECKED_IN
80,1376,CHECKED_IN
83,1418,CHECKED_IN
83,802,CHECKED_IN
83,224,CHECKED_IN
83,1419,CHECKED_IN
83,1420,CHECKED_IN
83,79,CHECKED_IN
83,323,CHECKED_IN
83,1422,CHECKED_IN
83,1423,CHECKED_IN
83,1424,CHECKED_IN
83,1426,CHECKED_IN
83,1427,CHECKED_IN
83,1428,CHECKED_IN
83,1429,CHECKED_IN
83,1432,CHECKED_IN
83,1434,CHECKED_IN
83,36,CHECKED_IN
83,1435,CHECKED_IN
83,1437,CHECKED_IN
83,1441,CHECKED_IN
83,1112,CHECKED_IN
83,1442,CHECKED_IN
83,1443,CHECKED_IN
83,360,CHECKED_IN
83,812,CHECKED_IN
83,1448,CHECKED_IN
83,1452,CHECKED_IN
83,1453,CHECKED_IN
83,808,CHECKED_IN
83,11,CHECKED_IN
83,1458,CHECKED_IN
83,1459,CHECKED_IN
83,1460,CHECKED_IN
83,1462,CHECKED_IN
108,1684,CHECKED_IN
108,1685,CHECKED_IN
108,8,CHECKED_IN
108,1690,CHECKED_IN
108,150,CHECKED_IN
108,1691,CHECKED_IN
108,246,CHECKED_IN
108,1692,CHECKED_IN
108,1353,CHECKED_IN
108,1694,CHECKED_IN
108,323,CHECKED_IN
108,1695,CHECKED_IN
108,11,CHECKED_IN
108,1696,CHECKED_IN
108,1697,CHECKED_IN
108,643,CHECKED_IN
108,1698,CHECKED_IN
108,1699,CHECKED_IN
108,171,CHECKED_IN
108,304,CHECKED_IN
108,103,CHECKED_IN
108,1701,CHECKED_IN
108,1702,CHECKED_IN
108,1704,CHECKED_IN
108,583,CHECKED_IN
108,892,CHECKED_IN
121,1799,CHECKED_IN
121,1800,CHECKED_IN
121,1801,CHECKED_IN
121,1802,CHECKED_IN
121,246,CHECKED_IN
121,1803,CHECKED_IN
121,1805,CHECKED_IN
121,855,CHECKED_IN
121,442,CHECKED_IN
121,1808,CHECKED_IN
121,11,CHECKED_IN
121,1809,CHECKED_IN
121,8,CHECKED_IN
121,36,CHECKED_IN
121,274,CHECKED_IN
121,1811,CHECKED_IN
121,1813,CHECKED_IN
121,1814,CHECKED_IN
121,361,CHECKED_IN
121,171,CHECKED_IN
121,892,CHECKED_IN
121,1815,CHECKED_IN
121,1816,CHECKED_IN
126,1824,CHECKED_IN
126,1825,CHECKED_IN
126,1551,CHECKED_IN
126,103,CHECKED_IN
126,1827,CHECKED_IN
126,1828,CHECKED_IN
126,1830,CHECKED_IN
126,8,CHECKED_IN
126,1832,CHECKED_IN
126,301,CHECKED_IN
126,1835,CHECKED_IN
126,605,CHECKED_IN
126,1836,CHECKED_IN
126,54,CHECKED_IN
126,1123,CHECKED_IN
126,1837,CHECKED_IN
126,892,CHECKED_IN
126,1838,CHECKED_IN
126,1841,CHECKED_IN
126,1843,CHECKED_IN
126,1844,CHECKED_IN
126,1845,CHECKED_IN
126,1846,CHECKED_IN
126,182,CHECKED_IN
126,1847,CHECKED_IN
126,1848,CHECKED_IN
126,871,CHECKED_IN
126,1850,CHECKED_IN
126,1851,CHECKED_IN
133,344,CHECKED_IN
133,1930,CHECKED_IN
133,442,CHECKED_IN
133,1935,CHECKED_IN
133,1936,CHECKED_IN
133,1938,CHECKED_IN
133,54,CHECKED_IN
133,1384,CHECKED_IN
133,7,CHECKED_IN
133,224,CHECKED_IN
133,1939,CHECKED_IN
133,1940,CHECKED_IN
133,1941,CHECKED_IN
133,171,CHECKED_IN
133,104,CHECKED_IN
133,1943,CHECKED_IN
133,132,CHECKED_IN
133,1945,CHECKED_IN
133,208,CHECKED_IN
133,1947,CHECKED_IN
133,855,CHECKED_IN
133,1948,CHECKED_IN
133,1950,CHECKED_IN
133,1952,CHECKED_IN
133,1954,CHECKED_IN
133,583,CHECKED_IN
133,485,CHECKED_IN
133,1958,CHECKED_IN
133,1959,CHECKED_IN
133,1962,CHECKED_IN
133,1964,CHECKED_IN
133,1142,CHECKED_IN
133,103,CHECKED_IN
133,1966,CHECKED_IN
133,149,CHECKED_IN
133,1967,CHECKED_IN
133,1968,CHECKED_IN
133,52,CHECKED_IN
133,1969,CHECKED_IN
133,1970,CHECKED_IN
133,892,CHECKED_IN
133,1971,CHECKED_IN
133,1972,CHECKED_IN
133,870,CHECKED_IN
133,1973,CHECKED_IN
133,1974,CHECKED_IN
133,1975,CHECKED_IN
133,1480,CHECKED_IN
133,766,CHECKED_IN
133,1976,CHECKED_IN
133,1979,CHECKED_IN
133,1742,CHECKED_IN
133,1980,CHECKED_IN
133,307,CHECKED_IN
133,170,CHECKED_IN
133,323,CHECKED_IN
133,1981,CHECKED_IN
133,278,CHECKED_IN
137,156,CHECKED_IN
137,1204,CHECKED_IN
137,871,CHECKED_IN
137,2014,CHECKED_IN
137,2016,CHECKED_IN
137,2017,CHECKED_IN
137,2018,CHECKED_IN
137,360,CHECKED_IN
137,193,CHECKED_IN
137,464,CHECKED_IN
137,2021,CHECKED_IN
137,2022,CHECKED_IN
137,2023,CHECKED_IN
137,323,CHECKED_IN
137,182,CHECKED_IN
137,2024,CHECKED_IN
137,36,CHECKED_IN
137,2025,CHECKED_IN
137,2026,CHECKED_IN
137,2027,CHECKED_IN
137,2029,CHECKED_IN
137,2030,CHECKED_IN
137,2032,CHECKED_IN
137,492,CHECKED_IN
137,274,CHECKED_IN
137,2035,CHECKED_IN
137,2036,CHECKED_IN
137,2039,CHECKED_IN
137,2040,CHECKED_IN
137,2041,CHECKED_IN
137,2042,CHECKED_IN
137,103,CHECKED_IN
137,2043,CHECKED_IN
137,122,CHECKED_IN
137,2045,CHECKED_IN
137,2046,CHECKED_IN
137,2047,CHECKED_IN
137,917,CHECKED_IN
137,2048,CHECKED_IN
137,2049,CHECKED_IN
137,2052,CHECKED_IN
137,502,CHECKED_IN
137,2056,CHECKED_IN
137,2058,CHECKED_IN
137,2059,CHECKED_IN
137,2060,CHECKED_IN
137,1966,CHECKED_IN
137,2061,CHECKED_IN
137,2062,CHECKED_IN
137,2063,CHECKED_IN
137,2065,CHECKED_IN
137,2069,CHECKED_IN
137,2070,CHECKED_IN
137,2072,CHECKED_IN
137,2073,CHECKED_IN
137,2074,CHECKED_IN
137,12,CHECKED_IN
137,424,CHECKED_IN
137,2081,CHECKED_IN
137,2082,CHECKED_IN
137,2083,CHECKED_IN
137,1235,CHECKED_IN
137,41,CHECKED_IN
137,754,CHECKED_IN
137,1476,CHECKED_IN
137,2087,CHECKED_IN
137,2088,CHECKED_IN
137,1534,CHECKED_IN
137,2090,CHECKED_IN
137,2091,CHECKED_IN
137,2092,CHECKED_IN
137,2094,CHECKED_IN
137,2095,CHECKED_IN
137,2096,CHECKED_IN
137,2098,CHECKED_IN
138,32,CHECKED_IN
138,2101,CHECKED_IN
138,2102,CHECKED_IN
138,111,CHECKED_IN
138,2103,CHECKED_IN
138,2104,CHECKED_IN
138,2105,CHECKED_IN
138,171,CHECKED_IN
138,754,CHECKED_IN
138,871,CHECKED_IN
138,2107,CHECKED_IN
138,2109,CHECKED_IN
138,208,CHECKED_IN
138,2110,CHECKED_IN
138,2111,CHECKED_IN
138,476,CHECKED_IN
138,36,CHECKED_IN
138,2113,CHECKED_IN
138,876,CHECKED_IN
138,583,CHECKED_IN
138,2114,CHECKED_IN
138,2115,CHECKED_IN
138,12,CHECKED_IN
138,2116,CHECKED_IN
138,2117,CHECKED_IN
138,2118,CHECKED_IN
138,2119,CHECKED_IN
138,2120,CHECKED_IN
138,2121,CHECKED_IN
138,246,CHECKED_IN
138,54,CHECKED_IN
138,1327,CHECKED_IN
138,152,CHECKED_IN
138,2123,CHECKED_IN
138,2127,CHECKED_IN
138,73,CHECKED_IN
138,2129,CHECKED_IN
138,2130,CHECKED_IN
138,11,CHECKED_IN
138,2131,CHECKED_IN
138,2132,CHECKED_IN
138,104,CHECKED_IN
138,2133,CHECKED_IN
138,2134,CHECKED_IN
138,1711,CHECKED_IN
138,2135,CHECKED_IN
138,2137,CHECKED_IN
138,304,CHECKED_IN
138,2138,CHECKED_IN
138,2139,CHECKED_IN
143,2153,CHECKED_IN
143,12,CHECKED_IN
143,2156,CHECKED_IN
143,2157,CHECKED_IN
143,2160,CHECKED_IN
143,103,CHECKED_IN
143,2162,CHECKED_IN
143,2163,CHECKED_IN
143,8,CHECKED_IN
143,2166,CHECKED_IN
143,2167,CHECKED_IN
143,583,CHECKED_IN
143,11,CHECKED_IN
143,193,CHECKED_IN
143,380,CHECKED_IN
143,1314,CHECKED_IN
143,2170,CHECKED_IN
143,246,CHECKED_IN
143,754,CHECKED_IN
143,1551,CHECKED_IN
143,229,CHECKED_IN
143,855,CHECKED_IN
143,2171,CHECKED_IN
143,323,CHECKED_IN
143,1140,CHECKED_IN
143,2173,CHECKED_IN
143,26,CHECKED_IN
143,2175,CHECKED_IN
143,1969,CHECKED_IN
143,2176,CHECKED_IN
143,2177,CHECKED_IN
143,59,CHECKED_IN
143,2178,CHECKED_IN
143,2120,CHECKED_IN
143,304,CHECKED_IN
143,2179,CHECKED_IN
143,284,CHECKED_IN
143,2183,CHECKED_IN
182,2563,CHECKED_IN
182,624,CHECKED_IN
182,2566,CHECKED_IN
182,364,CHECKED_IN
182,800,CHECKED_IN
182,161,CHECKED_IN
182,362,CHECKED_IN
182,2567,CHECKED_IN
182,360,CHECKED_IN
182,2568,CHECKED_IN
182,1331,CHECKED_IN
182,128,CHECKED_IN
182,2569,CHECKED_IN
182,171,CHECKED_IN
182,2571,CHECKED_IN
182,2572,CHECKED_IN
182,2573,CHECKED_IN
182,152,CHECKED_IN
182,12,CHECKED_IN
182,193,CHECKED_IN
182,1090,CHECKED_IN
182,1532,CHECKED_IN
182,2577,CHECKED_IN
182,2578,CHECKED_IN
182,892,CHECKED_IN
182,11,CHECKED_IN
182,2062,CHECKED_IN
182,2579,CHECKED_IN
182,2581,CHECKED_IN
182,111,CHECKED_IN
182,1476,CHECKED_IN
182,2584,CHECKED_IN
182,36,CHECKED_IN
182,2586,CHECKED_IN
182,394,CHECKED_IN
182,320,CHECKED_IN
182,246,CHECKED_IN
182,8,CHECKED_IN
182,103,CHECKED_IN
182,2589,CHECKED_IN
182,189,CHECKED_IN
182,2590,CHECKED_IN
201,122,CHECKED_IN
201,2764,CHECKED_IN
201,2765,CHECKED_IN
201,2766,CHECKED_IN
201,2767,CHECKED_IN
201,643,CHECKED_IN
201,304,CHECKED_IN
201,2769,CHECKED_IN
201,2770,CHECKED_IN
201,2771,CHECKED_IN
201,103,CHECKED_IN
201,442,CHECKED_IN
201,2772,CHECKED_IN
201,525,CHECKED_IN
201,2773,CHECKED_IN
201,2774,CHECKED_IN
201,2775,CHECKED_IN
201,2776,CHECKED_IN
201,36,CHECKED_IN
201,2777,CHECKED_IN
201,1256,CHECKED_IN
201,2778,CHECKED_IN
201,2779,CHECKED_IN
201,2781,CHECKED_IN
201,2783,CHECKED_IN
201,2784,CHECKED_IN
201,2785,CHECKED_IN
218,2946,CHECKED_IN
218,2947,CHECKED_IN
218,2950,CHECKED_IN
218,2951,CHECKED_IN
218,1348,CHECKED_IN
218,1093,CHECKED_IN
218,2953,CHECKED_IN
218,2955,CHECKED_IN
218,2956,CHECKED_IN
218,464,CHECKED_IN
218,229,CHECKED_IN
218,2960,CHECKED_IN
218,2961,CHECKED_IN
218,2965,CHECKED_IN
218,1551,CHECKED_IN
218,583,CHECKED_IN
218,2061,CHECKED_IN
218,2970,CHECKED_IN
218,2972,CHECKED_IN
218,2973,CHECKED_IN
218,2977,CHECKED_IN
218,1464,CHECKED_IN
218,2978,CHECKED_IN
218,2979,CHECKED_IN
222,149,CHECKED_IN
222,3032,CHECKED_IN
222,3033,CHECKED_IN
222,171,CHECKED_IN
222,855,CHECKED_IN
222,111,CHECKED_IN
222,3041,CHECKED_IN
222,3042,CHECKED_IN
222,42,CHECKED_IN
222,344,CHECKED_IN
222,3045,CHECKED_IN
222,3046,CHECKED_IN
222,3047,CHECKED_IN
222,3048,CHECKED_IN
222,2170,CHECKED_IN
222,3050,CHECKED_IN
222,103,CHECKED_IN
222,182,CHECKED_IN
222,3051,CHECKED_IN
222,1050,CHECKED_IN
222,3052,CHECKED_IN
222,246,CHECKED_IN
222,696,CHECKED_IN
222,3061,CHECKED_IN
222,224,CHECKED_IN
222,3062,CHECKED_IN
222,754,CHECKED_IN
222,3063,CHECKED_IN
222,3065,CHECKED_IN
222,360,CHECKED_IN
222,3066,CHECKED_IN
222,643,CHECKED_IN
222,1054,CHECKED_IN
222,457,CHECKED_IN
222,3067,CHECKED_IN
222,619,CHECKED_IN
222,193,CHECKED_IN
222,36,CHECKED_IN
222,3069,CHECKED_IN
222,3070,CHECKED_IN
222,3071,CHECKED_IN
222,3072,CHECKED_IN
222,3074,CHECKED_IN
222,3075,CHECKED_IN
222,3076,CHECKED_IN
225,3091,CHECKED_IN
225,643,CHECKED_IN
225,3092,CHECKED_IN
225,3093,CHECKED_IN
225,3094,CHECKED_IN
225,2226,CHECKED_IN
225,156,CHECKED_IN
225,1204,CHECKED_IN
225,3095,CHECKED_IN
225,3096,CHECKED_IN
225,3097,CHECKED_IN
225,364,CHECKED_IN
225,541,CHECKED_IN
225,3100,CHECKED_IN
225,3101,CHECKED_IN
225,339,CHECKED_IN
225,1715,CHECKED_IN
225,3104,CHECKED_IN
225,871,CHECKED_IN
225,3106,CHECKED_IN
225,304,CHECKED_IN
225,3107,CHECKED_IN
225,3108,CHECKED_IN
225,59,CHECKED_IN
225,3110,CHECKED_IN
225,892,CHECKED_IN
225,3118,CHECKED_IN
225,3120,CHECKED_IN
225,3122,CHECKED_IN
225,2494,CHECKED_IN
225,307,CHECKED_IN
225,11,CHECKED_IN
225,3130,CHECKED_IN
225,476,CHECKED_IN
225,246,CHECKED_IN
225,47,CHECKED_IN
225,3138,CHECKED_IN
225,3139,CHECKED_IN
225,393,CHECKED_IN
225,3142,CHECKED_IN
225,3144,CHECKED_IN
264,3514,CHECKED_IN
264,3515,CHECKED_IN
264,149,CHECKED_IN
264,3516,CHECKED_IN
264,3517,CHECKED_IN
264,3518,CHECKED_IN
264,3519,CHECKED_IN
264,1314,CHECKED_IN
264,3520,CHECKED_IN
264,871,CHECKED_IN
264,11,CHECKED_IN
264,103,CHECKED_IN
264,32,CHECKED_IN
264,3521,CHECKED_IN
264,892,CHECKED_IN
264,2017,CHECKED_IN
264,386,CHECKED_IN
264,3522,CHECKED_IN
264,360,CHECKED_IN
264,298,CHECKED_IN
264,3523,CHECKED_IN
264,2727,CHECKED_IN
264,643,CHECKED_IN
264,3524,CHECKED_IN
264,1524,CHECKED_IN
264,171,CHECKED_IN
264,3525,CHECKED_IN
264,8,CHECKED_IN
264,3526,CHECKED_IN
264,502,CHECKED_IN
264,1090,CHECKED_IN
264,807,CHECKED_IN
264,3527,CHECKED_IN
264,3528,CHECKED_IN
264,3529,CHECKED_IN
264,3530,CHECKED_IN
264,229,CHECKED_IN
264,3531,CHECKED_IN
264,910,CHECKED_IN
264,150,CHECKED_IN
264,100,CHECKED_IN
264,3532,CHECKED_IN
264,3533,CHECKED_IN
264,217,CHECKED_IN
264,111,CHECKED_IN
265,3534,CHECKED_IN
265,497,CHECKED_IN
265,3536,CHECKED_IN
265,3537,CHECKED_IN
265,118,CHECKED_IN
265,217,CHECKED_IN
265,364,CHECKED_IN
265,464,CHECKED_IN
265,3539,CHECKED_IN
265,122,CHECKED_IN
265,3541,CHECKED_IN
265,170,CHECKED_IN
265,3542,CHECKED_IN
265,3543,CHECKED_IN
265,52,CHECKED_IN
265,171,CHECKED_IN
265,399,CHECKED_IN
